timestamp,lat,lon,heading,in_eca,sulphur,so2_co2,compliance,vessel_name,signature
2025-06-25T00:44:11.821647+00:00,61.86130083333333,12.008197333333333,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,124c740133f649de34edc1bd5258957235d506fbe7e45d691a00dc887b32b7a9
2025-06-25T00:54:12.823275+00:00,61.986161,12.131906666666668,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,114db9fad3be8b459f3dc2ca9ac15dbdc56eb20d508805c099751fa9ee8a02a0
2025-06-25T01:04:13.824878+00:00,62.11100733333333,12.256109833333333,24.98,FALSE,0.1,0.9,Compliant,MSC NORA,6a0422144f32f9e7684c39c7b9bb8c58991a194817fe4c54ea38cf39f395e25a
2025-06-25T01:14:13.825890+00:00,62.23561316666667,12.380585,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,132bc263b35d60328a655d0c33cd29a3de01d533f3755119317d5f49fab11b64
2025-06-25T01:24:14.829045+00:00,62.36041316666667,12.505770333333333,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,5f0811b825b7239a5ae9f8285e7ebf2d7b6e52505483d950b01a72557beb498e
2025-06-25T01:34:14.833634+00:00,62.48501516666666,12.631277666666668,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,767dbf276968d964a61466672feab02a42f06c5e76efa7e350a6f1216baaf724
2025-06-25T01:44:14.836365+00:00,62.6096155,12.757308333333333,24.98,FALSE,0.1,0.9,Compliant,MSC NORA,3e91dcb4617457944c36ec525f704c012242b1d8157c8869aedb3e8a127951c6
2025-06-25T01:54:14.837521+00:00,62.73427233333334,12.883926833333334,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,4b3dfdea9dd14ff15f89651c232e2b3c2f97381bed571b3df0e544217166956d
2025-06-25T02:04:15.838370+00:00,62.859489833333335,13.011654,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,9756d0aea92cd460198cb5afc7b00917ec6711782337da753ce7acbd11eb477a
2025-06-25T02:14:16.831673+00:00,62.984716666666664,13.139936333333333,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,fbb37abff5138ab9ea64f4b8d9ddc2546685dcd3e0c8cda1a963dd8cb9915129
2025-06-25T02:24:16.841896+00:00,63.109727166666666,13.268546833333334,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,7fad17b41dd67c83200b2af46d846d808fb51fbd6b42719da1944684a132cbb0
2025-06-25T02:34:17.833268+00:00,63.23494216666667,13.397923666666667,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,14034849a31a4382c0b875194d505e08b773a87f9ba5f85620d2e9c10fa1fff9
2025-06-25T02:44:18.837092+00:00,63.36016433333333,13.5278695,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,2350e097c7ed66488b353d6f0b4d871d8f8af6c508ac21ee421969b5389f4044
2025-06-25T02:54:18.837028+00:00,63.485174666666666,13.6581615,24.98,FALSE,0.1,0.9,Compliant,MSC NORA,1d9134575489de2fcb2bff5b9eac1cedd1ac15f461966cd22ae6431d35688b6a
2025-06-25T03:04:18.841865+00:00,63.610181,13.789020666666667,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,6ef6ed66503a1e2247a85bcf00dde68cbec347b5066203d9c76db697dcc92bf6
